,rental_id,building_id,rent,bedrooms,bathrooms,size_sqft,min_to_subway,floor,building_age_yrs,no_fee,has_roofdeck,has_washer_dryer,has_doorman,has_elevator,has_dishwasher,has_patio,has_gym,neighborhood,submarket,borough
1060,3656,36101243,2950,1.0,1,660,14,4.0,96,1,0,0,0,0,1,0,0,Columbia St Waterfront District,Northwest Brooklyn,Brooklyn
1062,10845,28635327,2300,3.0,1,850,7,1.0,92,0,0,0,0,0,0,0,0,Bay Ridge,South Brooklyn,Brooklyn
1069,3805,58529529,2600,1.0,1,655,5,2.0,5,0,0,0,0,0,0,0,0,Clinton Hill,Northwest Brooklyn,Brooklyn
1070,1268,88668971,3385,3.0,2,1175,4,2.0,9,1,0,0,0,0,0,0,0,Crown Heights,East Brooklyn,Brooklyn
1083,6298,33044796,1800,1.0,1,779,8,4.0,86,1,0,0,0,0,0,0,0,Bay Ridge,South Brooklyn,Brooklyn
1085,7277,53388377,4500,2.0,1,1571,5,6.0,96,0,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
1086,3111,56724744,4595,2.0,2,1088,7,10.0,5,1,1,0,0,0,0,0,0,Carroll Gardens,Northwest Brooklyn,Brooklyn
1088,480,51127725,2760,1.0,1,405,4,4.0,106,1,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
1107,7967,50551718,2530,1.0,1,701,10,6.0,3,1,0,0,0,0,0,0,0,Clinton Hill,Northwest Brooklyn,Brooklyn
1111,8122,57169406,2495,3.0,1,900,1,3.0,9,1,0,0,0,0,0,0,0,Bedford-Stuyvesant,East Brooklyn,Brooklyn
1112,9321,48645350,3495,1.0,1,882,5,3.0,6,0,0,0,1,1,1,0,1,Williamsburg,North Brooklyn,Brooklyn
1117,3520,83863916,3850,2.0,2,1127,3,5.0,2,0,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
1120,10853,77296737,13500,4.0,3,2364,6,5.0,8,0,0,0,0,0,0,0,0,Carroll Gardens,Northwest Brooklyn,Brooklyn
1122,8284,14842171,4500,3.0,2,1000,2,3.0,106,1,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
1124,5896,80161961,2500,0.0,1,525,7,3.0,66,1,0,0,0,0,0,0,0,Crown Heights,East Brooklyn,Brooklyn
1125,4972,41654182,3500,2.0,1,1000,11,3.0,116,0,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
1130,2773,43382434,4195,2.0,2,886,8,2.0,3,0,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
1133,9208,36761941,9400,3.0,2,1274,8,6.0,3,1,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
1134,2864,8456299,2550,2.0,1,790,2,2.0,9,1,0,1,1,1,0,0,1,Bushwick,East Brooklyn,Brooklyn
1142,4524,36761941,5100,2.0,2,1123,8,5.0,3,1,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
1145,3050,70132426,3369,1.0,1,717,4,9.0,7,1,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
1153,216,81299865,2775,2.0,1,675,2,3.0,85,0,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
1157,1033,10574372,3029,1.0,1,655,7,3.0,2,0,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
1168,3715,68415493,4800,3.0,2,1500,7,1.0,106,0,0,0,0,0,0,0,0,Brooklyn Heights,Northwest Brooklyn,Brooklyn
1170,4904,88377790,5295,2.0,2,1254,1,19.0,10,0,0,0,0,0,0,1,1,DUMBO,Northwest Brooklyn,Brooklyn
1176,1945,39925217,2395,1.0,1,700,6,2.0,86,0,0,0,0,0,0,0,0,Greenpoint,North Brooklyn,Brooklyn
1180,9125,56319932,2995,1.0,2,1000,4,4.0,3,0,0,0,0,0,0,0,0,Bedford-Stuyvesant,East Brooklyn,Brooklyn
1182,9802,30825940,5250,3.0,2,1300,4,7.0,7,1,1,1,0,0,1,0,0,Clinton Hill,Northwest Brooklyn,Brooklyn
1186,7117,48645350,2975,0.0,1,605,5,23.0,6,0,0,0,0,1,1,0,1,Williamsburg,North Brooklyn,Brooklyn
1190,11244,14842171,4795,3.0,1,1100,2,3.0,106,1,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
1200,7349,35228272,2450,2.0,1,1000,7,2.0,85,1,0,0,0,0,0,0,0,Bushwick,East Brooklyn,Brooklyn
1202,10394,64837942,4500,3.0,1,1000,4,1.0,85,1,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
1203,7196,28025279,2650,2.0,1,777,4,1.0,15,0,0,0,0,0,0,0,0,Boerum Hill,Northwest Brooklyn,Brooklyn
1204,7813,14842171,4350,3.0,1,950,2,2.0,106,1,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
1205,3372,83076341,3100,3.0,1,710,9,2.0,106,1,0,0,0,0,0,0,0,Bedford-Stuyvesant,East Brooklyn,Brooklyn
1211,3658,82658811,3370,1.0,1,677,1,20.0,7,1,0,0,0,0,0,0,0,Downtown Brooklyn,Northwest Brooklyn,Brooklyn
1217,5078,45012515,1832,1.0,1,690,5,11.0,52,1,0,0,0,0,0,0,0,Coney Island,South Brooklyn,Brooklyn
1220,2030,78042499,6500,1.0,1,1000,8,2.0,51,0,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
1230,5681,94563271,2780,0.0,1,520,5,2.0,11,1,0,0,0,0,0,0,0,Downtown Brooklyn,Northwest Brooklyn,Brooklyn
1246,6501,59679128,3067,2.0,1,775,9,3.0,106,1,0,0,0,0,0,0,0,Greenpoint,North Brooklyn,Brooklyn
1255,10672,98559289,1600,0.0,1,500,6,10.0,54,0,0,0,0,0,0,0,0,Prospect Lefferts Gardens,Prospect Park,Brooklyn
1256,8922,80939102,2650,0.0,1,516,2,12.0,3,1,0,0,0,0,0,0,0,Fort Greene,Northwest Brooklyn,Brooklyn
1257,8680,21330430,3375,1.0,1,750,1,40.0,3,1,0,0,0,0,0,0,0,Downtown Brooklyn,Northwest Brooklyn,Brooklyn
1261,1363,26340900,2850,1.0,1,825,12,3.0,9,1,0,0,0,0,0,0,0,Clinton Hill,Northwest Brooklyn,Brooklyn
1264,4886,48110398,3994,2.0,1,800,7,3.0,7,1,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
1266,7756,33271440,3875,2.0,3,1274,5,4.0,11,0,0,0,0,0,0,0,0,Crown Heights,East Brooklyn,Brooklyn
1267,9205,1828100,3600,1.0,1,1100,4,4.0,96,1,0,0,0,0,0,0,0,DUMBO,Northwest Brooklyn,Brooklyn
1273,2467,2253711,3500,2.0,2,1014,4,5.0,9,0,0,0,0,0,0,0,0,Ditmas Park,South Brooklyn,Brooklyn
1279,865,93684714,2615,0.0,1,430,1,24.0,5,1,0,0,0,0,0,0,0,Downtown Brooklyn,Northwest Brooklyn,Brooklyn
1280,10910,35573175,2200,1.0,1,825,3,6.0,54,0,0,0,0,0,0,0,0,Ditmas Park,South Brooklyn,Brooklyn
1286,3375,82658811,3120,1.0,1,677,1,28.0,7,1,0,0,0,0,0,0,0,Downtown Brooklyn,Northwest Brooklyn,Brooklyn
1291,2914,15094736,3299,3.0,1,972,7,3.0,116,0,0,0,0,0,0,0,0,Carroll Gardens,Northwest Brooklyn,Brooklyn
1294,8109,80234585,3000,1.0,1,676,5,12.0,96,1,0,0,0,0,0,0,0,Downtown Brooklyn,Northwest Brooklyn,Brooklyn
1301,4762,58623698,4545,2.0,2,852,3,4.0,7,1,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
1302,10825,22684561,1400,0.0,1,550,2,4.0,87,0,0,0,0,0,0,0,0,Prospect Park South,Prospect Park,Brooklyn
1304,1425,83863916,3300,2.0,1,626,3,5.0,2,0,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
1305,5807,48645350,5995,2.0,2,1179,5,26.0,6,0,0,0,1,1,0,0,1,Williamsburg,North Brooklyn,Brooklyn
1307,4248,68886631,1900,2.0,1,800,7,3.0,85,0,0,0,0,0,0,0,0,Bay Ridge,South Brooklyn,Brooklyn
1312,5040,94563271,2630,0.0,1,408,5,9.0,11,1,0,0,0,0,0,0,0,Downtown Brooklyn,Northwest Brooklyn,Brooklyn
1317,6856,11176577,1895,2.0,1,930,6,5.0,57,1,0,0,0,0,0,0,0,Brighton Beach,South Brooklyn,Brooklyn
1318,776,47832959,1895,2.0,1,750,4,2.0,107,1,0,0,0,0,0,0,0,Bedford-Stuyvesant,East Brooklyn,Brooklyn
1327,6622,75363035,4500,3.0,1,1500,2,1.0,6,0,0,0,0,0,0,0,0,Bedford-Stuyvesant,East Brooklyn,Brooklyn
1328,7815,2922617,4095,2.0,1,900,2,68.0,8,0,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
1329,6557,36761941,3400,1.0,1,723,8,3.0,3,1,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
1333,10127,70136198,2775,2.0,1,850,2,2.0,11,1,0,0,1,0,0,0,0,Bushwick,East Brooklyn,Brooklyn
1336,544,47243497,2700,1.0,1,700,6,3.0,96,0,0,1,1,1,1,0,1,Carroll Gardens,Northwest Brooklyn,Brooklyn
1337,5186,12068815,2925,1.0,1,664,9,9.0,4,1,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
1340,3127,39185382,2400,1.0,1,568,4,2.0,1,0,0,0,0,0,0,0,0,Bedford-Stuyvesant,East Brooklyn,Brooklyn
1341,9425,8204128,1900,2.0,1,900,3,4.0,85,0,0,0,0,0,0,0,0,Prospect Park South,Prospect Park,Brooklyn
1344,4707,75306297,1650,1.0,1,500,8,2.0,91,0,0,0,0,0,0,0,0,Red Hook,Northwest Brooklyn,Brooklyn
1349,9197,47666945,4145,2.0,1,709,7,4.0,157,1,0,0,0,0,0,0,0,Cobble Hill,Northwest Brooklyn,Brooklyn
1352,8961,57792653,2500,1.0,2,680,4,2.0,8,0,0,1,0,0,0,1,0,Greenwood,South Brooklyn,Brooklyn
1357,5374,6212493,2300,1.0,1,700,13,4.0,96,0,0,0,0,0,0,0,0,Cobble Hill,Northwest Brooklyn,Brooklyn
1360,3085,52192579,3195,2.0,1,1200,3,4.0,10,1,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
1362,9973,26340900,2750,1.0,1,700,12,4.0,9,0,0,0,0,1,0,0,0,Clinton Hill,Northwest Brooklyn,Brooklyn
1368,6584,12630338,1650,0.5,1,750,4,1.0,75,0,0,0,0,0,0,0,0,Kensington,South Brooklyn,Brooklyn
1376,4300,39211404,4500,2.0,2,1800,10,2.0,1,0,0,0,0,0,0,0,0,Manhattan Beach,South Brooklyn,Brooklyn
1389,9649,41524649,3199,1.5,0,750,4,3.0,96,1,0,0,0,0,0,0,0,Downtown Brooklyn,Northwest Brooklyn,Brooklyn
1395,8123,54126359,4300,2.0,2,1222,6,15.0,13,0,1,0,1,1,1,0,1,Williamsburg,North Brooklyn,Brooklyn
1396,2203,8446279,2000,0.0,1,414,8,2.0,85,1,0,0,0,0,0,0,0,Boerum Hill,Northwest Brooklyn,Brooklyn
1399,7300,10574372,2534,0.0,1,437,7,2.0,2,0,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
1404,5975,75093357,2500,1.0,1,800,2,3.0,86,1,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
1406,1846,36289833,3750,3.0,2,1300,2,2.0,85,0,0,0,0,0,0,0,0,Bedford-Stuyvesant,East Brooklyn,Brooklyn
1418,5958,78520367,3400,0.0,2,705,5,2.0,96,0,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
1421,5345,88520811,3225,1.0,1,590,1,25.0,17,1,0,0,0,0,0,0,0,Brooklyn Heights,Northwest Brooklyn,Brooklyn
1445,729,54126359,4200,2.0,2,1222,6,14.0,13,1,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
1454,7780,92958527,2488,1.0,1,500,7,5.0,116,0,0,0,0,1,0,0,1,Brooklyn Heights,Northwest Brooklyn,Brooklyn
1457,7515,24093766,2550,1.0,1,613,6,3.0,10,0,1,1,1,1,1,1,0,Park Slope,Prospect Park,Brooklyn
1459,8642,93946738,3250,2.0,1,900,6,2.0,96,1,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
1467,11173,70132426,3411,1.0,1,713,4,18.0,7,1,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
1486,9471,40291653,1500,1.0,1,700,6,3.0,60,0,0,0,0,0,0,0,0,Ocean Parkway,South Brooklyn,Brooklyn
1494,533,47536967,1995,2.0,2,845,3,1.0,111,0,0,0,0,0,0,0,0,Bedford-Stuyvesant,East Brooklyn,Brooklyn
1498,11332,82658811,2510,0.0,1,476,1,36.0,7,1,0,0,0,0,0,0,0,Downtown Brooklyn,Northwest Brooklyn,Brooklyn
1500,6739,53569564,3900,1.0,1,625,5,5.0,1,1,0,0,0,0,0,0,0,DUMBO,Northwest Brooklyn,Brooklyn
1504,2463,93246353,3600,2.0,1,1100,4,12.0,58,0,0,1,1,1,1,0,0,Downtown Brooklyn,Northwest Brooklyn,Brooklyn
1507,5923,9635603,3000,4.0,1,1200,2,2.0,106,0,0,0,0,0,0,0,0,Bedford-Stuyvesant,East Brooklyn,Brooklyn
1511,3782,88520811,3320,1.0,1,578,1,18.0,17,1,0,0,0,0,1,0,0,Brooklyn Heights,Northwest Brooklyn,Brooklyn
1516,9450,16496414,3400,3.0,2,1500,5,1.0,85,1,0,0,0,0,0,0,0,Bushwick,East Brooklyn,Brooklyn
1520,7434,93684714,2495,0.0,1,487,1,14.0,5,1,0,0,0,0,0,0,0,Downtown Brooklyn,Northwest Brooklyn,Brooklyn
1531,1765,82249600,6600,2.0,2,1218,0,6.0,116,1,0,1,1,1,1,0,1,Brooklyn Heights,Northwest Brooklyn,Brooklyn
1540,9555,59798461,2000,0.0,1,450,8,1.0,111,0,0,0,0,0,0,0,0,Fort Greene,Northwest Brooklyn,Brooklyn
1541,6326,5966829,2570,2.0,1,950,5,8.0,6,1,0,0,0,0,1,0,0,Flatbush,South Brooklyn,Brooklyn
1542,4079,84441526,2900,1.0,1,750,7,2.0,8,0,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
1552,4668,16933294,2000,1.0,1,650,2,4.0,85,1,0,0,0,0,0,0,0,Crown Heights,East Brooklyn,Brooklyn
1553,9524,30668825,3204,1.0,1,616,6,2.0,2,1,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
1558,9543,26659899,6895,3.0,2,1601,1,26.0,10,1,0,0,0,0,0,0,0,DUMBO,Northwest Brooklyn,Brooklyn
1576,4078,14193280,3499,2.0,2,1600,5,1.0,85,1,0,0,0,0,0,0,0,Bushwick,East Brooklyn,Brooklyn
1578,9755,16356936,3800,3.0,1,1000,14,1.0,96,0,0,0,0,0,0,0,0,Fort Greene,Northwest Brooklyn,Brooklyn
1590,7261,92625779,3700,3.0,1,1500,3,2.0,110,0,0,0,0,0,0,0,0,Prospect Heights,Prospect Park,Brooklyn
1591,5352,58623698,3540,1.0,1,683,3,6.0,7,1,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
1592,4375,10574372,2704,0.0,1,437,7,7.0,2,1,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
1606,3648,52416803,1425,1.0,1,650,4,1.0,88,0,0,0,0,0,0,0,0,Bay Ridge,South Brooklyn,Brooklyn
1607,8272,9880367,1950,2.0,1,800,4,2.0,106,0,0,0,0,0,0,0,0,Kensington,South Brooklyn,Brooklyn
1611,6701,22938630,1581,0.0,1,513,2,5.0,52,0,0,0,0,0,0,0,0,Coney Island,South Brooklyn,Brooklyn
1618,7827,14842171,4500,3.0,2,1000,2,3.0,106,1,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
1619,6422,89500156,2000,1.0,1,1064,9,5.0,84,0,0,0,0,0,0,0,0,Bay Ridge,South Brooklyn,Brooklyn
1625,5557,36129383,2500,1.0,1,804,7,6.0,90,1,0,0,0,0,0,0,0,Flatbush,South Brooklyn,Brooklyn
1626,10646,90452713,3995,3.5,2,1500,3,1.0,85,0,0,0,0,0,0,0,0,Greenpoint,North Brooklyn,Brooklyn
1632,8646,94563271,5320,2.0,2,992,5,11.0,11,1,0,0,0,0,0,0,0,Downtown Brooklyn,Northwest Brooklyn,Brooklyn
1646,1794,8410155,2590,2.0,1,800,2,3.0,106,0,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
1654,4263,63767762,5500,3.0,2,1652,1,10.0,88,1,0,1,0,0,0,1,0,Downtown Brooklyn,Northwest Brooklyn,Brooklyn
1655,3072,14842171,4350,3.0,1,950,2,2.0,106,1,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
1659,1154,16832711,3950,3.0,2,1450,2,4.0,79,0,0,0,0,0,0,0,0,Windsor Terrace,Prospect Park,Brooklyn
1665,7953,86251329,2350,2.0,1,1000,3,12.0,111,0,0,0,0,0,0,0,0,Crown Heights,East Brooklyn,Brooklyn
1669,10582,9491303,3415,4.0,2,1630,6,40.0,89,1,0,0,0,0,0,0,0,Flatbush,South Brooklyn,Brooklyn
1676,10935,92011396,2500,0.0,1,441,2,5.0,5,0,0,0,1,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
1699,2116,63767762,4650,2.0,2,1295,1,17.0,88,1,0,0,0,0,0,0,0,Downtown Brooklyn,Northwest Brooklyn,Brooklyn
1701,1988,88520811,3340,1.0,1,518,1,8.0,17,1,0,0,0,0,0,0,0,Brooklyn Heights,Northwest Brooklyn,Brooklyn
1703,3667,36491415,1700,2.0,1,900,9,2.0,85,0,0,0,0,0,0,0,0,Dyker Heights,South Brooklyn,Brooklyn
1728,2777,25294143,2450,2.0,1,1100,4,2.0,85,1,0,0,0,0,0,0,0,Bushwick,East Brooklyn,Brooklyn
1729,8660,47160440,2100,2.5,1,1000,5,3.0,85,1,0,0,0,0,0,0,0,Bushwick,East Brooklyn,Brooklyn
1730,9040,22254989,7200,3.0,2,1427,2,5.0,90,1,0,0,0,1,0,0,0,Downtown Brooklyn,Northwest Brooklyn,Brooklyn
1737,3902,76827767,1950,2.0,1,600,8,3.0,92,0,0,0,0,0,0,0,0,Sunset Park,South Brooklyn,Brooklyn
1738,6481,39346685,2300,1.0,1,680,9,3.0,88,1,0,0,0,0,0,0,0,Greenpoint,North Brooklyn,Brooklyn
1739,9151,89892173,3725,1.0,1,661,3,8.0,16,1,0,0,0,0,0,0,0,DUMBO,Northwest Brooklyn,Brooklyn
1740,7619,41524649,3100,1.0,1,950,4,1.0,96,1,0,0,0,0,0,0,0,Downtown Brooklyn,Northwest Brooklyn,Brooklyn
1742,3911,31342007,3300,3.0,1,900,1,4.0,6,1,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
1746,5996,7296432,2775,2.0,1,900,5,2.0,85,0,1,0,1,1,0,0,1,Greenpoint,North Brooklyn,Brooklyn
1750,9593,14712360,3600,1.0,1,824,2,13.0,89,0,1,1,0,1,0,0,1,Fort Greene,Northwest Brooklyn,Brooklyn
1759,924,87208351,2500,1.0,1,589,5,3.0,10,0,0,0,0,0,0,0,0,Park Slope,Prospect Park,Brooklyn
1763,11122,84061328,3600,1.0,1,1000,3,3.0,96,1,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
1767,7935,85097960,3099,2.0,1,750,3,4.0,8,1,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
1772,4887,48110398,3995,2.0,1,850,7,4.0,7,1,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
1773,4425,97069823,2500,1.0,1,780,10,2.0,126,0,0,0,0,0,0,0,0,Clinton Hill,Northwest Brooklyn,Brooklyn
1774,9484,78969040,1900,1.0,1,800,3,4.0,85,0,0,0,0,0,0,0,0,Prospect Lefferts Gardens,Prospect Park,Brooklyn
1775,6488,91179322,2729,1.0,1,683,3,2.0,0,1,0,0,0,0,0,0,0,Prospect Park South,Prospect Park,Brooklyn
1779,1520,8028046,2500,1.0,1,800,4,3.0,85,1,0,0,0,0,0,0,0,Bushwick,East Brooklyn,Brooklyn
1788,2838,38320757,2417,2.0,2,850,7,4.0,85,1,0,0,0,0,0,0,0,Bushwick,East Brooklyn,Brooklyn
1789,2781,45314824,6250,2.0,2,1200,2,11.0,5,0,0,1,0,0,1,1,0,Williamsburg,North Brooklyn,Brooklyn
1795,119,80123104,2550,1.0,1,673,8,4.0,143,1,0,0,0,0,1,0,0,Fort Greene,Northwest Brooklyn,Brooklyn
1804,6252,17020325,1700,1.0,1,650,6,4.0,56,0,0,0,0,0,0,0,0,Bay Ridge,South Brooklyn,Brooklyn
1813,6288,94658633,2195,2.0,1,1225,3,5.0,59,1,0,0,0,0,0,0,0,Gravesend,South Brooklyn,Brooklyn
1817,9196,94563271,3805,1.0,1,706,5,9.0,11,1,0,0,0,0,0,0,0,Downtown Brooklyn,Northwest Brooklyn,Brooklyn
1820,1582,26345042,2750,2.0,1,900,7,1.0,96,1,0,0,0,0,0,0,0,Crown Heights,East Brooklyn,Brooklyn
1825,1789,94211472,4000,3.0,1,800,3,1.0,96,0,0,0,0,0,0,0,0,Park Slope,Prospect Park,Brooklyn
1826,2788,62009406,3950,2.0,1,929,3,2.0,7,1,0,0,0,0,0,0,0,DUMBO,Northwest Brooklyn,Brooklyn
1828,6264,98413378,2446,2.0,1,1000,8,1.0,88,0,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
1832,8380,25395446,3800,3.0,1,1300,3,2.0,117,0,0,0,0,0,0,0,0,Park Slope,Prospect Park,Brooklyn
1833,1345,82658811,2635,0.0,1,503,1,19.0,7,1,0,0,0,0,0,0,0,Downtown Brooklyn,Northwest Brooklyn,Brooklyn
1836,9982,85523471,2600,2.0,1,900,3,3.0,81,0,0,0,0,0,0,0,0,Prospect Park South,Prospect Park,Brooklyn
1837,7715,93225963,1800,1.0,1,700,5,1.0,87,0,0,0,0,0,0,0,0,Prospect Park South,Prospect Park,Brooklyn
1843,3273,39111771,1850,1.0,1,700,11,2.0,1,1,0,0,0,0,0,0,0,Bedford-Stuyvesant,East Brooklyn,Brooklyn
1846,11041,53545717,2500,1.0,1,800,5,3.0,106,0,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
1847,4429,15237931,2900,1.0,1,900,2,2.0,96,1,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
1860,2702,30668825,3337,1.0,1,677,6,2.0,2,1,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
1866,3950,44536999,2150,1.0,1,700,11,3.0,106,1,0,0,0,0,0,0,0,Bedford-Stuyvesant,East Brooklyn,Brooklyn
1872,1436,7163201,3000,0.0,1,645,5,5.0,8,0,0,0,1,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
1876,1223,30668825,4850,2.0,2,1114,6,2.0,2,1,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
1877,1573,82658811,3295,1.0,1,675,1,15.0,7,1,0,0,0,0,0,0,0,Downtown Brooklyn,Northwest Brooklyn,Brooklyn
1878,7896,5936578,3695,2.0,1,800,3,2.0,2,1,0,0,0,0,0,0,0,Downtown Brooklyn,Northwest Brooklyn,Brooklyn
1888,9015,93044241,2200,1.0,1,713,3,5.0,86,0,0,0,0,0,0,0,0,Crown Heights,East Brooklyn,Brooklyn
1895,8366,88668971,3385,3.0,2,1175,4,2.0,9,1,0,0,0,0,0,0,0,Crown Heights,East Brooklyn,Brooklyn
1904,9853,67107607,4395,2.0,2,1300,3,1.0,79,0,0,0,0,0,1,0,0,Prospect Heights,Prospect Park,Brooklyn
1905,8938,55542571,4500,2.0,1,1500,4,4.0,85,0,0,0,0,0,0,0,0,Fort Greene,Northwest Brooklyn,Brooklyn
1906,10426,88341221,3000,0.0,1,794,2,3.0,8,0,1,0,1,1,1,0,1,Williamsburg,North Brooklyn,Brooklyn
1916,2774,74680498,4390,2.0,2,870,8,3.0,3,1,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
1924,5151,97142544,5000,2.0,2,1150,4,4.0,9,0,1,0,1,1,1,0,1,Williamsburg,North Brooklyn,Brooklyn
1935,6232,91179322,2695,1.0,1,645,3,4.0,0,1,0,0,0,0,0,0,0,Prospect Park South,Prospect Park,Brooklyn
1941,3430,23741299,6100,2.0,2,1104,6,4.0,8,1,0,0,0,0,1,0,0,Williamsburg,North Brooklyn,Brooklyn
1951,4305,4062336,3675,1.0,1,704,3,1.0,116,1,0,0,0,0,0,0,0,DUMBO,Northwest Brooklyn,Brooklyn
1954,4712,71222722,3000,1.0,1,638,8,4.0,10,0,1,0,1,1,1,0,1,Greenpoint,North Brooklyn,Brooklyn
1957,5784,81950066,3600,3.0,1,969,9,3.0,86,0,0,0,0,0,0,0,0,Crown Heights,East Brooklyn,Brooklyn
1959,7474,61021364,2800,1.0,1,1000,13,3.0,86,1,0,0,0,0,0,0,0,Clinton Hill,Northwest Brooklyn,Brooklyn
1963,6963,41939749,2200,1.0,1,500,9,3.0,85,0,0,0,0,0,0,0,0,Park Slope,Prospect Park,Brooklyn
1966,662,39031597,2835,0.0,1,615,8,6.0,106,1,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
1974,6946,1446554,2199,1.5,1,750,4,2.0,88,0,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
1975,10674,86368567,1750,0.0,1,500,8,1.0,96,0,0,0,0,0,0,0,0,Park Slope,Prospect Park,Brooklyn
1979,3959,62465250,3795,3.0,1,1150,6,1.0,116,0,1,1,1,1,1,0,1,Cobble Hill,Northwest Brooklyn,Brooklyn
1984,4743,73536462,1425,0.0,1,490,6,1.0,56,1,0,0,0,0,0,0,0,Brighton Beach,South Brooklyn,Brooklyn
1986,4252,68483403,9000,2.0,2,2005,5,4.0,100,0,0,0,1,1,0,0,1,DUMBO,Northwest Brooklyn,Brooklyn
1989,2740,80015475,2200,1.0,1,400,6,2.0,96,0,0,0,0,0,0,0,0,Park Slope,Prospect Park,Brooklyn
1997,6816,98462958,3600,2.0,2,1000,7,2.0,26,0,0,1,1,0,0,0,0,Windsor Terrace,Prospect Park,Brooklyn
2019,1144,49859638,2200,1.0,1,800,6,1.0,85,1,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
2026,4397,3520542,6250,1.0,1,2000,9,4.0,85,0,0,0,0,0,0,0,0,Red Hook,Northwest Brooklyn,Brooklyn
2036,7656,9295280,2600,0.0,1,470,2,2.0,6,1,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
2047,6277,67385142,3150,1.0,1,775,4,2.0,66,0,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
2054,9760,34465991,3195,2.0,1,950,8,2.0,15,0,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
2058,812,53569564,4314,1.0,1,625,5,3.0,1,1,0,0,0,0,0,0,0,DUMBO,Northwest Brooklyn,Brooklyn
2066,10172,48861964,2800,1.0,1,641,3,4.0,7,0,1,1,1,1,0,0,1,Gowanus,Northwest Brooklyn,Brooklyn
2070,5745,36215714,3750,2.0,2,1100,13,3.0,116,1,0,0,0,0,0,0,0,Cobble Hill,Northwest Brooklyn,Brooklyn
2073,7611,82658811,2910,1.0,1,677,1,10.0,7,1,0,0,0,0,0,0,0,Downtown Brooklyn,Northwest Brooklyn,Brooklyn
