,rental_id,building_id,rent,bedrooms,bathrooms,size_sqft,min_to_subway,floor,building_age_yrs,no_fee,has_roofdeck,has_washer_dryer,has_doorman,has_elevator,has_dishwasher,has_patio,has_gym,neighborhood,submarket,borough
2438,4754,83371097,3117,1.0,1,702,3,7.0,16,1,0,0,0,0,0,0,0,Long Island City,Northwest Queens,Queens
2445,7449,41000851,1695,0.0,1,430,17,2.0,27,0,0,0,0,0,0,0,0,Astoria,Northwest Queens,Queens
2452,3153,70109859,1799,2.0,1,800,14,2.0,20,0,0,0,0,0,0,0,0,Astoria,Northwest Queens,Queens
2454,6629,26358092,1725,1.0,1,650,4,5.0,50,1,0,0,0,0,0,0,0,Briarwood,Northeast Queens,Queens
2468,2606,77099591,3475,2.0,2,964,6,25.0,1,1,0,0,0,0,0,0,0,Rego Park,Central Queens,Queens
2491,10109,53672146,1500,1.0,1,450,7,2.0,76,1,0,0,0,0,0,0,0,Ridgewood,Central Queens,Queens
2496,7970,54505659,1900,1.0,1,875,4,4.0,55,0,1,1,0,1,1,1,1,Forest Hills,Central Queens,Queens
2500,5284,16233344,2200,1.0,1,500,3,8.0,88,0,0,0,0,0,0,0,0,Long Island City,Northwest Queens,Queens
2505,5376,52635854,1450,1.0,1,525,20,3.0,85,0,0,0,0,0,0,0,0,Flushing,Northeast Queens,Queens
2518,10025,71292246,2895,3.0,1,1100,3,2.0,51,0,0,0,0,0,0,0,0,Astoria,Northwest Queens,Queens
2543,10719,33994391,3350,1.0,1,863,3,9.0,20,0,0,0,0,0,0,0,0,Long Island City,Northwest Queens,Queens
2550,6499,73060494,2625,1.0,1,625,9,5.0,3,1,0,0,0,0,0,0,0,Astoria,Northwest Queens,Queens
2557,5756,13753727,3225,1.0,1,710,6,8.0,0,1,0,0,0,0,0,0,0,Long Island City,Northwest Queens,Queens
2558,2132,41000851,2400,1.0,1,675,17,14.0,27,0,1,0,1,1,0,0,1,Astoria,Northwest Queens,Queens
2574,2608,77099591,2380,0.0,1,516,6,26.0,1,1,0,0,0,0,0,0,0,Rego Park,Central Queens,Queens
2584,6955,57495619,1605,0.0,1,486,6,12.0,57,1,0,0,0,0,0,0,0,Rego Park,Central Queens,Queens
2610,2647,65341662,2200,1.0,1,550,16,3.0,9,0,0,0,1,0,0,0,0,Astoria,Northwest Queens,Queens
2614,10795,8099882,1585,0.0,1,660,5,1.0,31,0,0,0,0,0,0,0,0,Rego Park,Central Queens,Queens
2626,8282,24100964,3750,3.0,2,1000,5,3.0,7,0,0,1,0,0,1,0,0,Astoria,Northwest Queens,Queens
2631,7830,64067963,1750,1.0,1,714,6,3.0,13,0,0,0,0,0,0,0,0,Briarwood,Northeast Queens,Queens
2633,3633,9855087,2000,1.0,1,618,2,3.0,96,0,0,0,0,0,0,0,0,Elmhurst,Central Queens,Queens
2642,10840,74248766,3000,3.0,1,900,8,2.0,85,0,0,0,0,0,0,0,0,Astoria,Northwest Queens,Queens
2648,5529,58358357,2950,1.0,1,718,9,4.0,2,1,0,0,0,0,0,0,0,Long Island City,Northwest Queens,Queens
2688,2498,86933292,1750,1.0,1,700,7,4.0,89,0,0,0,0,0,0,0,0,Astoria,Northwest Queens,Queens
2689,72,60867403,3250,1.0,1,652,1,4.0,0,1,0,0,0,0,0,0,0,Astoria,Northwest Queens,Queens
2702,10068,92818278,1900,1.0,1,700,4,1.0,81,0,0,0,0,0,0,0,0,Astoria,Northwest Queens,Queens
2707,6634,70395203,2600,2.0,1,1200,6,6.0,89,0,0,0,0,0,0,0,0,Astoria,Northwest Queens,Queens
2714,6834,16233344,2200,0.0,1,500,3,6.0,88,0,0,0,0,0,0,0,0,Long Island City,Northwest Queens,Queens
2725,8166,53666298,2800,1.0,1,854,6,4.0,16,1,0,0,0,0,0,1,0,Astoria,Northwest Queens,Queens
2733,5457,93616331,3600,2.0,1,2000,9,6.0,9,0,0,0,0,1,1,0,0,Astoria,Northwest Queens,Queens
2734,4314,91154087,1975,1.0,1,788,2,2.0,65,1,0,0,0,0,0,0,0,Rego Park,Central Queens,Queens
2738,7351,80112820,2250,2.0,1,1000,14,5.0,60,1,0,0,0,0,0,0,0,Flushing,Northeast Queens,Queens
2750,9427,73478502,2295,1.0,1,758,3,3.0,7,0,0,0,0,0,0,0,0,Astoria,Northwest Queens,Queens
2773,9634,98049681,1725,1.0,1,600,13,2.0,86,0,0,0,0,0,0,0,0,Astoria,Northwest Queens,Queens
2778,5578,67877448,3000,1.0,1,608,1,11.0,8,0,0,0,0,0,0,0,0,Long Island City,Northwest Queens,Queens
2832,6401,58994300,1850,1.0,1,700,2,4.0,11,0,0,0,0,0,0,0,0,Astoria,Northwest Queens,Queens
2843,9878,80285199,2575,1.0,1,750,6,2.0,89,0,0,0,0,0,0,0,0,Astoria,Northwest Queens,Queens
2844,708,55421573,8000,3.0,3,1800,2,1.0,16,0,0,0,0,0,0,0,0,Flushing,Northeast Queens,Queens
2855,4558,28415071,2175,2.0,2,1000,2,4.0,14,0,0,0,0,0,0,0,0,Forest Hills,Central Queens,Queens
2856,7787,92660267,2950,2.0,1,1200,8,5.0,69,1,0,0,0,0,0,0,0,Jackson Heights,Central Queens,Queens
2857,5378,73060494,2485,1.0,1,620,9,5.0,3,1,0,0,0,0,0,0,0,Astoria,Northwest Queens,Queens
2860,6795,51593269,1575,0.0,1,495,6,5.0,56,1,1,1,1,1,1,0,1,Kew Gardens,Northeast Queens,Queens
2862,3164,79652410,2100,1.0,1,900,5,2.0,77,0,0,0,0,0,0,0,0,Astoria,Northwest Queens,Queens
2868,5758,13753727,3175,1.0,1,627,6,13.0,0,1,0,0,0,0,0,0,0,Long Island City,Northwest Queens,Queens
2904,8578,45920676,2050,1.0,1,750,4,5.0,88,0,0,0,0,0,0,0,0,Sunnyside,Northwest Queens,Queens
2905,5479,92118601,1725,1.0,1,550,2,3.0,7,1,0,0,0,0,0,0,0,Sunnyside,Northwest Queens,Queens
2910,1956,3545723,2095,2.0,1,1000,3,6.0,77,0,0,1,0,0,0,0,0,Forest Hills,Central Queens,Queens
2912,10868,60114479,2300,1.0,1,800,3,2.0,85,0,0,0,0,0,0,0,0,Long Island City,Northwest Queens,Queens
2946,3765,83371097,3193,1.0,1,702,3,21.0,16,1,0,0,0,0,0,0,0,Long Island City,Northwest Queens,Queens
2950,1628,67285845,3575,2.0,2,933,43,9.0,8,0,0,0,0,0,0,0,0,Long Island City,Northwest Queens,Queens
2954,7379,80411085,2900,3.0,2,1200,16,3.0,11,0,0,0,0,0,0,0,0,Astoria,Northwest Queens,Queens
2980,1890,10606754,1625,0.0,1,500,4,3.0,70,0,0,0,0,0,0,0,0,Rego Park,Central Queens,Queens
2982,2533,40179056,2795,4.0,2,1000,11,2.0,96,0,0,0,0,0,0,0,0,South Richmond Hill,South Queens,Queens
3000,6796,11790470,1825,1.0,1,773,13,5.0,60,1,0,0,0,0,1,0,0,Forest Hills,Central Queens,Queens
3008,5132,19011765,1700,1.0,1,650,2,2.0,94,0,0,0,0,0,0,0,0,Astoria,Northwest Queens,Queens
3009,10310,51593269,2450,2.0,2,1183,6,4.0,56,1,1,0,1,1,1,0,1,Kew Gardens,Northeast Queens,Queens
3010,6316,71344937,1750,1.0,1,720,16,4.0,53,0,0,0,0,0,0,0,0,Forest Hills,Central Queens,Queens
3062,5860,83682850,2650,2.0,1,1000,1,1.0,85,0,0,0,0,0,0,0,0,Sunnyside,Northwest Queens,Queens
3065,8913,7557281,2000,2.0,1,1000,10,1.0,85,1,0,0,0,0,0,0,0,Ridgewood,Central Queens,Queens
3084,3252,13753727,3000,1.0,1,629,6,20.0,0,1,0,0,0,0,0,0,0,Long Island City,Northwest Queens,Queens
3089,7972,78283090,1750,1.0,1,830,3,2.0,80,0,0,0,0,0,0,0,0,Kew Gardens,Northeast Queens,Queens
3105,9333,60867403,2575,1.0,1,610,1,3.0,0,1,0,0,0,0,0,0,0,Astoria,Northwest Queens,Queens
3113,9642,61046899,2200,2.0,1,1000,4,3.0,88,0,0,0,0,0,0,0,0,Astoria,Northwest Queens,Queens
3114,9879,45227324,3450,1.0,1,629,6,3.0,85,1,0,0,0,0,0,0,0,Long Island City,Northwest Queens,Queens
3121,8962,24535441,1750,1.0,1,740,4,2.0,78,0,0,0,0,0,0,0,0,Rego Park,Central Queens,Queens
3131,7337,59608821,2100,1.0,1,750,7,5.0,64,1,1,1,1,1,1,0,0,Rego Park,Central Queens,Queens
3136,1577,83371097,2569,0.0,1,528,3,3.0,16,1,0,0,0,0,0,0,0,Long Island City,Northwest Queens,Queens
3141,8159,40496208,2200,1.0,1,850,4,5.0,56,0,0,0,0,0,0,0,0,Astoria,Northwest Queens,Queens
3157,3454,13753727,3125,1.0,1,691,6,6.0,0,1,0,0,0,0,0,0,0,Long Island City,Northwest Queens,Queens
3176,2983,98220656,1399,0.0,1,540,4,2.0,52,0,0,0,0,0,0,0,0,Jamaica Estates,South Queens,Queens
3181,9383,48995164,2750,2.0,2,998,1,2.0,55,1,0,0,0,0,0,0,0,Rego Park,Central Queens,Queens
3229,3353,32927675,1450,0.0,1,428,16,4.0,54,1,0,0,0,0,0,0,0,Flushing,Northeast Queens,Queens
3233,4914,97966642,4700,2.0,2,1230,2,1.0,6,1,0,0,0,0,0,0,0,Long Island City,Northwest Queens,Queens
3239,4209,10606754,1625,0.0,1,500,4,3.0,70,1,0,0,0,0,0,0,0,Rego Park,Central Queens,Queens
3240,1931,34912094,1950,1.0,1,925,12,2.0,60,1,0,1,0,0,0,0,0,Kew Gardens,Northeast Queens,Queens
3269,7633,58956505,2350,1.0,1,600,6,3.0,106,0,0,0,0,0,0,0,0,Astoria,Northwest Queens,Queens
3284,5088,75883686,1850,1.0,1,1000,4,3.0,75,0,0,0,0,0,0,0,0,Forest Hills,Central Queens,Queens
3287,8381,37392098,1850,1.0,1,875,4,2.0,85,0,0,0,0,0,0,0,0,Astoria,Northwest Queens,Queens
3293,8414,36322384,1900,1.0,1,700,2,9.0,90,0,0,1,0,0,1,0,0,Astoria,Northwest Queens,Queens
3304,3175,23781472,2350,1.0,1,936,11,3.0,8,0,0,0,0,0,0,0,0,Astoria,Northwest Queens,Queens
3308,6967,59417312,2000,2.0,1,750,10,2.0,86,0,0,0,0,0,0,0,0,Astoria,Northwest Queens,Queens
3318,3395,79675458,2500,2.0,1,700,2,2.0,86,0,0,0,0,0,0,0,0,Woodside,Central Queens,Queens
3321,10833,91861463,2050,1.0,1,800,5,1.0,77,0,0,0,0,0,0,0,0,Sunnyside,Northwest Queens,Queens
3342,10129,45573650,1650,1.0,1,875,8,5.0,84,0,0,0,0,0,0,0,0,Rockaway All,The Rockaways,Queens
3356,11037,37281007,1750,1.0,1,850,17,2.0,54,0,0,0,0,0,0,0,0,Flushing,Northeast Queens,Queens
3362,6403,96132283,2400,1.0,1,800,9,3.0,96,0,1,1,1,1,1,0,1,Astoria,Northwest Queens,Queens
3370,5755,13753727,3125,1.0,1,691,6,5.0,0,1,0,0,0,0,0,0,0,Long Island City,Northwest Queens,Queens
3380,6478,55805738,1625,1.0,1,865,5,5.0,54,0,0,0,0,0,0,0,0,Jamaica Hills,South Queens,Queens
3382,3256,13753727,3964,2.0,2,913,6,17.0,0,1,0,0,0,0,0,0,0,Long Island City,Northwest Queens,Queens
3405,6621,30171847,4000,2.0,2,1009,2,6.0,8,0,0,0,1,1,0,1,1,Long Island City,Northwest Queens,Queens
3409,2872,47416496,2350,2.0,1,1005,12,5.0,60,1,0,0,1,0,0,0,0,Forest Hills,Central Queens,Queens
3416,9978,23855349,2000,1.0,1,722,10,5.0,2,0,0,0,0,0,0,0,0,North Corona,Central Queens,Queens
3432,4352,47209351,1600,0.0,1,625,4,4.0,53,0,0,0,0,0,0,0,0,Elmhurst,Central Queens,Queens
3447,1599,13753727,2275,0.0,1,460,6,7.0,0,1,0,0,0,0,0,0,0,Long Island City,Northwest Queens,Queens
3457,1772,83738982,2100,2.0,1,850,4,2.0,86,1,0,0,0,0,0,0,0,Ridgewood,Central Queens,Queens
3468,4119,98472725,2095,1.0,1,700,2,5.0,53,0,0,0,0,0,0,0,0,Astoria,Northwest Queens,Queens
3482,7762,51593269,1950,1.0,1,915,6,12.0,56,1,0,0,0,0,0,0,0,Kew Gardens,Northeast Queens,Queens
3484,7839,80112820,2250,2.0,1,1100,14,2.0,60,0,0,1,1,1,1,1,1,Flushing,Northeast Queens,Queens
3515,4927,74712223,1895,1.0,1,680,4,1.0,85,0,0,0,0,0,0,0,0,Astoria,Northwest Queens,Queens
3523,7327,41006397,2000,2.0,1,1200,8,2.0,86,0,0,0,0,0,0,0,0,Kew Gardens,Northeast Queens,Queens
3538,1606,37392098,1975,2.0,1,950,4,2.0,85,0,0,0,0,0,0,0,0,Astoria,Northwest Queens,Queens
3565,3710,35225985,1700,1.0,1,1000,18,4.0,54,0,0,0,0,0,0,0,0,Flushing,Northeast Queens,Queens
3567,11159,81537688,2000,2.0,1,800,5,2.0,88,0,0,0,0,0,0,0,0,Sunnyside,Northwest Queens,Queens
3571,2984,5566203,1299,0.0,1,340,4,7.0,56,0,0,0,0,0,0,0,0,Briarwood,Northeast Queens,Queens
3598,3699,30171847,3300,1.0,1,830,2,11.0,8,0,0,0,0,1,0,0,0,Long Island City,Northwest Queens,Queens
3601,3260,13753727,3125,1.0,1,627,6,12.0,0,1,0,0,0,0,0,0,0,Long Island City,Northwest Queens,Queens
3603,10227,39133125,2650,0.0,1,487,2,11.0,4,1,1,1,1,1,1,0,1,Long Island City,Northwest Queens,Queens
3614,9051,1736684,2050,1.0,1,646,1,4.0,1,1,0,0,0,0,0,0,0,Elmhurst,Central Queens,Queens
3615,6783,92612747,2700,2.0,1,1000,3,2.0,92,0,0,0,0,0,0,0,0,Astoria,Northwest Queens,Queens
3622,11301,9444618,1971,1.0,1,850,4,5.0,62,1,0,0,0,0,0,0,0,Forest Hills,Central Queens,Queens
3656,9049,73478502,2995,2.0,2,1368,3,3.0,7,0,0,0,0,0,0,0,0,Astoria,Northwest Queens,Queens
3663,6899,57495619,1825,1.0,1,697,6,7.0,57,1,0,0,0,0,0,0,0,Rego Park,Central Queens,Queens
3676,5676,30171847,3325,1.0,1,859,2,6.0,8,0,1,1,1,1,0,0,1,Long Island City,Northwest Queens,Queens
3684,5430,49653888,2250,0.0,1,487,10,10.0,6,1,1,0,0,0,0,0,0,Astoria,Northwest Queens,Queens
3694,2375,66558397,2300,2.0,1,1050,6,1.0,91,0,0,0,0,0,0,0,0,Astoria,Northwest Queens,Queens
3702,431,90922450,2700,3.0,2,1100,16,2.0,126,0,0,0,0,0,0,0,0,Astoria,Northwest Queens,Queens
3706,8691,73494934,1250,0.0,1,395,4,2.0,65,0,0,0,0,0,0,0,0,Jamaica Estates,South Queens,Queens
3712,9919,87487057,2950,3.0,2,1413,2,5.0,68,0,0,0,0,0,0,0,0,Rego Park,Central Queens,Queens
3736,10239,67877448,2995,1.0,1,713,1,4.0,8,1,0,0,0,0,0,0,0,Long Island City,Northwest Queens,Queens
3744,7502,15728012,1950,1.0,1,480,10,3.0,1,1,0,0,0,0,0,0,0,Ridgewood,Central Queens,Queens
3748,6954,57495619,1700,0.0,1,566,6,12.0,57,1,0,0,0,0,0,0,0,Rego Park,Central Queens,Queens
3767,7760,49653888,3300,2.0,1,858,10,8.0,6,1,0,0,0,0,0,0,0,Astoria,Northwest Queens,Queens
3769,8815,73060494,3500,1.0,1,1000,9,7.0,3,1,0,0,0,0,0,0,0,Astoria,Northwest Queens,Queens
3800,5647,73060494,2570,1.0,1,625,9,4.0,3,1,0,0,0,0,0,0,0,Astoria,Northwest Queens,Queens
3810,2716,8217653,2595,1.0,1,841,8,3.0,56,1,0,1,1,1,0,0,0,Forest Hills,Central Queens,Queens
3831,1177,15672844,2400,1.0,1,720,2,3.0,6,0,0,0,0,0,0,0,0,Astoria,Northwest Queens,Queens
3841,10254,73060494,2600,1.0,1,610,9,6.0,3,1,0,0,0,0,0,0,0,Astoria,Northwest Queens,Queens
3844,5649,13753727,3225,1.0,1,629,6,14.0,0,1,0,0,0,0,0,0,0,Long Island City,Northwest Queens,Queens
3849,10725,97066273,3700,4.0,2,1000,1,3.0,86,0,0,0,0,0,0,0,0,Ridgewood,Central Queens,Queens
3857,5643,13753727,3175,1.0,1,627,6,13.0,0,1,0,0,0,0,0,0,0,Long Island City,Northwest Queens,Queens
3876,4803,90442014,4150,2.0,2,1200,8,3.0,10,0,0,0,0,0,0,0,0,Long Island City,Northwest Queens,Queens
3877,3784,25429759,2550,2.0,2,900,2,5.0,86,1,0,0,0,0,0,0,0,Ridgewood,Central Queens,Queens
3896,1978,49653888,3400,2.0,1,858,10,5.0,6,1,0,0,0,0,0,0,0,Astoria,Northwest Queens,Queens
3908,4508,24692593,6400,2.0,2,1500,10,14.0,8,1,1,0,0,0,0,0,0,Long Island City,Northwest Queens,Queens
3922,6330,61588338,2500,2.0,1,1000,18,2.0,27,1,0,0,0,0,0,0,0,Astoria,Northwest Queens,Queens
3925,6581,53208691,1585,1.0,1,700,4,1.0,85,0,0,0,0,0,0,0,0,Woodside,Central Queens,Queens
3935,1342,25429759,2600,2.0,2,800,2,1.0,86,1,0,0,0,0,0,0,0,Ridgewood,Central Queens,Queens
3940,5468,52956081,2450,2.0,1,900,2,3.0,88,0,0,0,0,0,0,0,0,Astoria,Northwest Queens,Queens
3949,4511,83371097,5057,2.0,2,1259,3,27.0,16,1,0,0,0,0,0,0,0,Long Island City,Northwest Queens,Queens
3969,7806,80485006,2100,1.0,1,650,4,2.0,7,0,0,0,0,0,0,0,0,Astoria,Northwest Queens,Queens
3976,7165,871368,1875,2.0,2,960,10,2.0,17,0,0,0,0,0,0,0,0,Kew Gardens,Northeast Queens,Queens
3987,7785,6744453,2650,3.0,1,900,6,2.0,91,0,0,0,0,0,0,0,0,Astoria,Northwest Queens,Queens
3995,7345,33994391,2700,1.0,1,690,3,23.0,20,1,0,0,0,0,0,0,0,Long Island City,Northwest Queens,Queens
3996,2859,5566203,1299,0.0,1,340,4,6.0,56,0,0,0,0,0,0,0,0,Briarwood,Northeast Queens,Queens
4020,3679,95366382,1800,2.0,1,920,5,4.0,62,0,0,0,0,0,0,0,0,Rego Park,Central Queens,Queens
4021,1857,53000616,2250,0.0,1,562,1,3.0,6,0,0,1,0,0,0,0,0,Long Island City,Northwest Queens,Queens
4024,4510,83371097,4707,2.0,2,1259,3,29.0,16,1,0,0,0,0,0,0,0,Long Island City,Northwest Queens,Queens
4038,8914,7557281,1800,2.0,1,1000,10,1.0,85,1,0,0,0,0,0,0,0,Ridgewood,Central Queens,Queens
4076,2385,10606754,2000,1.0,1,900,4,3.0,70,0,0,0,0,0,0,0,0,Rego Park,Central Queens,Queens
4095,4207,80112820,2250,2.0,1,1100,14,3.0,60,1,0,0,0,0,0,0,0,Flushing,Northeast Queens,Queens
4117,6935,83371097,3110,1.0,1,680,3,29.0,16,1,0,0,0,0,0,0,0,Long Island City,Northwest Queens,Queens
4125,4664,6532586,2300,1.0,1,950,3,3.0,85,1,0,0,0,0,0,0,0,Sunnyside,Northwest Queens,Queens
4127,5625,30171847,2950,1.0,1,757,2,2.0,8,0,0,0,0,0,0,0,0,Long Island City,Northwest Queens,Queens
4157,84,10606754,1625,0.0,1,500,4,3.0,70,0,0,0,0,0,0,0,0,Rego Park,Central Queens,Queens
4163,1091,31244061,3300,2.0,2,1100,3,9.0,6,0,0,0,0,0,0,0,0,Flushing,Northeast Queens,Queens
4165,2129,88539112,2800,1.0,1,908,1,22.0,25,0,0,0,0,0,0,0,0,Forest Hills,Central Queens,Queens
4182,8728,76260672,3095,2.0,2,1001,3,5.0,74,1,0,0,0,0,0,0,0,Sunnyside,Northwest Queens,Queens
4184,1671,4925025,1950,2.0,1,1000,5,18.0,56,0,0,0,1,0,0,0,0,Kew Gardens,Northeast Queens,Queens
4204,2476,49653888,2100,0.0,1,487,10,4.0,6,1,0,0,0,0,0,0,0,Astoria,Northwest Queens,Queens
4206,1441,33466417,2300,1.0,1,802,10,3.0,7,0,0,0,1,0,0,0,0,Kew Gardens,Northeast Queens,Queens
4207,10643,23856421,2125,2.0,1,750,8,2.0,87,0,0,0,0,0,0,0,0,Sunnyside,Northwest Queens,Queens
4228,10464,6842789,2895,3.0,1,1100,2,2.0,115,0,0,0,0,0,0,0,0,Long Island City,Northwest Queens,Queens
4235,6798,89178144,1975,1.0,1,720,5,5.0,64,1,0,0,0,0,0,0,0,Rego Park,Central Queens,Queens
4245,3268,43661513,2375,1.0,1,700,4,3.0,9,1,0,0,0,0,0,0,0,Astoria,Northwest Queens,Queens
4261,8932,22666785,1695,1.0,1,720,2,2.0,13,0,0,0,0,0,0,0,0,Forest Hills,Central Queens,Queens
4274,10913,48483787,2400,1.0,1,950,0,8.0,50,0,0,0,0,0,0,0,0,Forest Hills,Central Queens,Queens
4278,5477,4613152,2299,2.0,1,850,51,5.0,64,0,0,0,1,0,0,0,0,Oakland Gardens,Northeast Queens,Queens
4279,8326,39809462,1950,1.0,1,900,3,6.0,65,0,0,0,0,0,0,0,0,Jackson Heights,Central Queens,Queens
4300,7941,48995164,2975,2.0,2,1100,1,13.0,55,1,0,0,0,0,0,0,0,Rego Park,Central Queens,Queens
4307,4890,16233344,2600,1.0,1,950,3,6.0,88,1,0,0,0,0,0,0,0,Long Island City,Northwest Queens,Queens
4312,7305,98273937,2000,1.0,1,663,7,1.0,85,0,0,0,0,0,0,0,0,Astoria,Northwest Queens,Queens
4331,538,53000616,3950,2.0,2,1025,1,2.0,6,0,0,0,1,1,0,0,0,Long Island City,Northwest Queens,Queens
4348,6347,39665589,1650,0.0,1,550,5,3.0,52,0,0,0,0,0,0,0,0,Sunnyside,Northwest Queens,Queens
4401,5603,38819989,1995,2.0,1,800,7,3.0,22,0,0,0,0,0,0,0,0,Forest Hills,Central Queens,Queens
4402,10020,81008961,1550,1.0,1,700,4,4.0,21,0,0,0,0,0,0,0,0,Rego Park,Central Queens,Queens
4436,7689,50632671,1900,1.0,1,600,1,2.0,0,0,0,0,0,0,0,0,0,Rego Park,Central Queens,Queens
4440,6713,72882049,2150,1.0,1,800,3,4.0,13,1,0,0,0,0,0,0,0,Forest Hills,Central Queens,Queens
4451,2663,65341662,2200,1.0,1,700,16,3.0,9,0,0,0,1,0,0,0,0,Astoria,Northwest Queens,Queens
4473,5388,12075457,3500,4.0,3,1800,5,4.0,50,0,0,0,0,0,0,0,0,Forest Hills,Central Queens,Queens
4475,5702,13753727,3275,1.0,1,630,6,15.0,0,1,0,0,0,0,0,0,0,Long Island City,Northwest Queens,Queens
4492,8683,89449795,2600,2.0,1,1000,4,3.0,91,0,0,0,0,0,0,0,0,Astoria,Northwest Queens,Queens
4500,3966,77951267,2500,3.0,1,900,15,2.0,96,0,0,0,0,0,0,0,0,Jackson Heights,Central Queens,Queens
4502,9505,97910181,1750,1.0,1,850,7,2.0,61,0,0,0,0,0,0,0,0,Sunnyside,Northwest Queens,Queens
4510,8192,24218678,2700,2.0,1,800,8,1.0,86,0,0,0,0,0,0,0,0,Astoria,Northwest Queens,Queens
4514,10540,80312442,1585,1.0,1,750,2,2.0,90,0,0,0,0,0,0,0,0,Woodside,Central Queens,Queens
4551,10133,69857271,1425,0.0,1,540,4,5.0,81,0,1,0,0,0,1,1,0,Flushing,Northeast Queens,Queens
4569,4512,83371097,3229,1.0,1,702,3,20.0,16,1,0,0,0,0,0,0,0,Long Island City,Northwest Queens,Queens
4586,70,60867403,2800,1.0,1,665,1,7.0,0,1,0,0,0,0,0,0,0,Astoria,Northwest Queens,Queens
4587,6304,73060494,2545,1.0,1,655,9,3.0,3,1,0,0,0,0,0,0,0,Astoria,Northwest Queens,Queens
4595,8934,18205968,2550,2.0,1,950,2,3.0,88,0,0,0,0,0,0,0,0,Sunnyside,Northwest Queens,Queens
4609,2358,83371097,4750,2.0,2,1120,3,8.0,16,1,0,0,0,0,0,0,0,Long Island City,Northwest Queens,Queens
4634,10618,52644037,2000,1.0,1,700,3,1.0,8,0,0,0,0,0,0,0,0,Astoria,Northwest Queens,Queens
4638,6328,70223316,1999,2.0,1,1000,1,1.0,65,0,0,0,0,0,0,0,0,Forest Hills,Central Queens,Queens
4657,9562,86067161,1895,2.0,2,700,8,3.0,85,0,0,0,0,0,0,0,0,Astoria,Northwest Queens,Queens
4669,2278,67572187,1650,0.0,1,532,3,1.0,66,1,0,0,0,0,0,0,0,Rego Park,Central Queens,Queens
4685,2143,40496208,2050,1.0,1,800,4,1.0,56,0,0,0,1,1,0,0,0,Astoria,Northwest Queens,Queens
4686,6064,39133125,4350,2.0,2,1134,2,11.0,4,1,1,0,1,1,1,0,1,Long Island City,Northwest Queens,Queens
4692,9581,99108505,1345,0.0,1,1000,2,2.0,51,0,0,0,0,0,0,0,0,Elmhurst,Central Queens,Queens
4717,3232,13753727,5125,3.0,2,1023,6,15.0,0,1,0,0,0,0,0,0,0,Long Island City,Northwest Queens,Queens
4720,2133,88539112,2900,1.0,1,914,1,5.0,25,0,0,0,0,0,0,0,0,Forest Hills,Central Queens,Queens
4725,6770,86067161,1895,2.0,2,700,8,3.0,85,0,0,0,0,0,0,0,0,Astoria,Northwest Queens,Queens
4726,1286,25429759,3700,3.0,2,1100,2,4.0,86,1,0,0,0,0,0,0,0,Ridgewood,Central Queens,Queens
4729,3504,48995164,1845,0.0,1,504,1,10.0,55,1,0,0,0,0,0,0,0,Rego Park,Central Queens,Queens
4730,4809,92277741,3000,3.0,1,1200,16,1.0,75,1,0,0,0,0,0,0,0,Astoria,Northwest Queens,Queens
4737,5812,50518851,1800,1.0,1,700,7,9.0,89,0,0,0,0,0,0,0,0,Kew Gardens,Northeast Queens,Queens
4756,8752,75883686,1800,1.0,1,950,4,5.0,75,0,0,0,0,0,0,0,0,Forest Hills,Central Queens,Queens
4762,6575,49653888,3300,2.0,1,858,10,7.0,6,1,0,0,0,0,0,0,0,Astoria,Northwest Queens,Queens
4764,8319,41429935,1950,1.0,1,740,4,6.0,80,0,0,0,0,0,0,0,0,Sunnyside,Northwest Queens,Queens
4775,9309,5912388,3700,2.0,2,1275,1,8.0,11,0,0,0,0,0,0,0,0,Forest Hills,Central Queens,Queens
4795,4973,23781472,2350,1.0,1,882,11,3.0,8,0,1,0,1,1,0,0,1,Astoria,Northwest Queens,Queens
4806,6804,42057488,1795,1.0,1,550,12,6.0,49,1,0,0,0,0,0,0,0,Flushing,Northeast Queens,Queens
4838,10897,41696589,1875,2.0,1,1050,8,6.0,67,0,0,0,0,0,0,0,0,Rego Park,Central Queens,Queens
4844,5884,55659469,3050,1.0,1,700,5,3.0,0,1,0,0,0,0,0,0,0,Long Island City,Northwest Queens,Queens
4875,6572,49653888,2625,1.0,1,673,10,13.0,6,1,0,0,0,0,0,0,0,Astoria,Northwest Queens,Queens
4876,8324,66802619,1600,1.0,1,820,2,4.0,85,0,0,1,1,0,0,0,0,Sunnyside,Northwest Queens,Queens
4879,9466,41000851,2950,2.0,2,761,17,16.0,27,0,0,0,0,0,0,0,0,Astoria,Northwest Queens,Queens
4896,3251,13753727,5300,3.0,2,1023,6,20.0,0,1,0,0,0,0,0,0,0,Long Island City,Northwest Queens,Queens
4901,1845,80967482,3500,1.0,1,753,1,3.0,85,1,0,0,0,0,0,0,0,Long Island City,Northwest Queens,Queens
4921,7468,69072549,2350,2.0,1,850,10,3.0,85,0,0,0,0,0,0,0,0,Sunnyside,Northwest Queens,Queens
4926,5587,39133125,4850,2.0,2,1140,2,9.0,4,1,0,1,0,1,1,0,1,Long Island City,Northwest Queens,Queens
4932,471,77099591,2650,1.0,1,650,6,21.0,1,1,0,0,0,0,0,0,0,Rego Park,Central Queens,Queens
